brand,image_url,brand_encoded,feature_Longevity_Men,feature_Longevity_Unisex,feature_Longevity_Women,feature_Occasion_Business,feature_Occasion_Daily,feature_Occasion_Evening,feature_Occasion_Leisure,feature_Occasion_Night_Out,feature_Occasion_Sports,feature_Season_Fall,feature_Season_Spring,feature_Season_Summer,feature_Season_Winter,feature_Style_Classic,feature_Style_Modern,feature_Type_Animalic,feature_Type_Aquatic,feature_Type_Chypre,feature_Type_Citrus,feature_Type_Creamy,feature_Type_Earthy,feature_Type_Floral,feature_Type_Fougere,feature_Type_Fresh,feature_Type_Fruity,feature_Type_Gourmand,feature_Type_Green,feature_Type_Leathery,feature_Type_Oriental,feature_Type_Powdery,feature_Type_Resinous,feature_Type_Smoky,feature_Type_Spicy,feature_Type_Sweet,feature_Type_Synthetic,feature_Type_Woody
Sexy Graffiti (2012) Escada,https://pimages.parfumo.de/240/16570_nu60c5ficx_240.jpg,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIP for Him (2012)  Playboy,https://pimages.parfumo.de/240/19019_8b4odx_vip_for_him_eau_de_toilette_240.jpg,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flowing Woman Puma,https://pimages.parfumo.de/240/336_c5v53y_flowing_woman_240.jpg,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pussy Deluxe Pussy Deluxe,https://pimages.parfumo.de/240/311_0yj8q74p6u_240.jpg,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica Man  Puma,https://pimages.parfumo.de/240/1170_dcdojgxqdv_240.jpg,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom (2012) Tommy Hilfiger,https://pimages.parfumo.de/240/21406_ty0x7iqm0v_240.jpg,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purr  Katy Perry,https://pimages.parfumo.de/240/9490_img-9982-katy_perry-purr_eau_de_parfum_240.jpg,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawas Ice Rasasi / الرصاصي,https://pimages.parfumo.de/240/229262_img-4418-rasasi-hawas-ice_240.jpg,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Instinct Man  Abercrombie & Fitch,https://pimages.parfumo.de/240/72370_img-9932-abercrombie-fitch-first-instinct-man-eau-de-toilette_240.jpg,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellow Woman Puma,https://pimages.parfumo.de/240/18877_xt2ux3gps0_240.jpg,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Pony Collection - 1 Ralph Lauren,https://pimages.parfumo.de/240/8637_fdk8ck_big_pony_collection__1_240.jpg,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR7 Game On  Cristiano Ronaldo,https://pimages.parfumo.de/240/141740_img-7128-cristiano-ronaldo-cr7-game-on_240.jpg,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forbidden Rose Avril Lavigne,https://pimages.parfumo.de/240/9047_img-2483-avril-lavigne-forbidden-rose_240.jpg,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made for Women Bruno Banani,https://pimages.parfumo.de/240/11375_dvc662_made_for_women_240.jpg,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Most Wanted  Azzaro,https://pimages.parfumo.de/240/251512_img-2852-azzaro-the-most-wanted-eau-de-toilette-intense_240.jpg,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victory League  Adidas,https://pimages.parfumo.de/240/3199_img-5622-adidas-victory-league-eau-de-toilette_240.jpg,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Have Fun La Rive,https://pimages.parfumo.de/240/15211_img-3040-la_rive-have_fun_240.jpg,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flowerparty Yves Rocher,https://pimages.parfumo.de/240/8150_img-6707-yves_rocher-flowerparty_240.jpg,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only The Brave  Diesel,https://pimages.parfumo.de/240/1747_img-4479-diesel-only-the-brave-eau-de-toilette_240.jpg,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Fantasy  Britney Spears,https://pimages.parfumo.de/240/27_kpihkq_midnight_fantasy_240.jpg,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pure Woman  Bruno Banani,https://pimages.parfumo.de/240/358_x3i2f7_pure_woman_240.jpg,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eros  Versace,https://pimages.parfumo.de/240/21326_ferohj_eros_240.jpg,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexx Man  Mexx,https://pimages.parfumo.de/240/583_vfmmhug75n_240.jpg,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taj Sunset Escada,https://pimages.parfumo.de/240/10619_bkzr3vyyw8_240.jpg,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Hardy for Women  Ed Hardy,https://pimages.parfumo.de/240/557_8t0hxsbzde_240.jpg,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invictus  Rabanne,https://pimages.parfumo.de/240/27321_zrc5zy_invictus_eau_de_toilette_240.jpg,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugo Energise  Hugo Boss,https://pimages.parfumo.de/240/89_img-1598-hugo-boss-hugo-energise-eau-de-toilette_240.jpg,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris Hilton  Paris Hilton,https://pimages.parfumo.de/240/1123_img-1164-paris-hilton-paris-hilton-eau-de-parfum_240.jpg,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Like Candy  Ariana Grande,https://pimages.parfumo.de/240/77383_ydukg8_sweet_like_candy_240.jpg,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marine Groove Escada,https://pimages.parfumo.de/240/4898_rz3a23d2i0_240.jpg,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit of the Brave Intense Diesel,https://pimages.parfumo.de/240/139948_img-2721-diesel-spirit-of-the-brave-intense_240.jpg,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viva La Juicy Sucré Juicy Couture,https://pimages.parfumo.de/240/81166_img-5878-juicy-couture-viva-la-juicy-sucre_240.jpg,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombshell  Victoria's Secret,https://pimages.parfumo.de/240/13681_img-3174-victoria_s_secret-bombshell_eau_de_parfum_240.jpg,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Like a Day in a Candy Shop essence,https://pimages.parfumo.de/240/19074_hs26tt05uy_240.jpg,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meow!  Katy Perry,https://pimages.parfumo.de/240/16028_img-1898-katy-perry-meow-eau-de-parfum_240.jpg,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ari  Ariana Grande,https://pimages.parfumo.de/240/62454_img-9459-ariana_grande-ari_240.jpg,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Boy  Carolina Herrera,https://pimages.parfumo.de/240/128474_img-6666-carolina_herrera-bad_boy_240.jpg,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Touch Man (2005)  Mexx,https://pimages.parfumo.de/240/787_db8kfd0ar3_240.jpg,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be Jeweled Vera Wang,https://pimages.parfumo.de/240/23957_08haup_be_jeweled_240.jpg,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eros  Versace,https://pimages.parfumo.de/240/141939_img-1578-versace-eros-eau-de-parfum_240.jpg,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien  Mugler,https://pimages.parfumo.de/240/26_img-5640-mugler-alien-eau-de-parfum_240.jpg,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Orchid  Tom Ford,https://pimages.parfumo.de/240/2366_u7ceyn_black_orchid_240.jpg,169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypnotic Poison  Dior,https://pimages.parfumo.de/240/675_img-3383-dior-hypnotic-poison-eau-de-toilette_240.jpg,541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel  Mugler,https://pimages.parfumo.de/240/85_img-3180-mugler-angel-eau-de-parfum_240.jpg,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delina  Parfums de Marly,https://pimages.parfumo.de/240/85027_img-2874-parfums-de-marly-delina-eau-de-parfum_240.jpg,324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delina Exclusif Parfums de Marly,https://pimages.parfumo.de/240/106186_img-3896-parfums-de-marly-delina-exclusif_240.jpg,325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shalimar  Guerlain,https://pimages.parfumo.de/240/1759_dwpnqz_shalimar_eau_de_parfum_240.jpg,1120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portrait of a Lady  Editions de Parfums Frédéric Malle,https://pimages.parfumo.de/240/10407_img-9893-editions_de_parfums_frederic_malle-portrait_of_a_lady_240.jpg,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Vie est Belle L'Eau de Parfum Lancôme,https://pimages.parfumo.de/240/18914_img-2733-lancome-la-vie-est-belle-l-eau-de-parfum_240.jpg,656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenzo Jungle Kenzo,https://pimages.parfumo.de/240/599_img-8271-kenzo-kenzo_jungle_jungle_l_elephant_240.jpg,612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coco Mademoiselle  Chanel,https://pimages.parfumo.de/240/37_img-8051-chanel-coco_mademoiselle_eau_de_parfum_240.jpg,283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Interdit  Givenchy,https://pimages.parfumo.de/240/151908_img-9377-givenchy-l-interdit-2021-eau-de-parfum-rouge_240.jpg,641,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Guerlain  Guerlain,https://pimages.parfumo.de/240/84431_ptdmns_mon_guerlain_240.jpg,799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libre  Yves Saint Laurent,https://pimages.parfumo.de/240/141844_img-7841-yves-saint-laurent-libre-eau-de-parfum-intense_240.jpg,704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien Essence Absolue Mugler,https://pimages.parfumo.de/240/17825_img-6447-mugler-alien-essence-absolue_240.jpg,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coco  Chanel,https://pimages.parfumo.de/240/1686_zqcvz5_coco_eau_de_parfum_240.jpg,282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine Woman Amouage,https://pimages.parfumo.de/240/51932_img-3752-amouage-sunshine_woman_240.jpg,1182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Her  Narciso Rodriguez,https://pimages.parfumo.de/240/9661_img-9154-narciso_rodriguez-for_her_eau_de_toilette_240.jpg,451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libre  Yves Saint Laurent,https://pimages.parfumo.de/240/130526_img-9981-yves-saint-laurent-libre_240.jpg,704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aromatics Elixir  Clinique,https://pimages.parfumo.de/240/1266_img-5148-clinique-aromatics_elixir_perfume_240.jpg,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N°5  Chanel,https://pimages.parfumo.de/240/16_rv5ddb_n5_240.jpg,860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memoir Woman  Amouage,https://pimages.parfumo.de/240/10075_bgb86m_memoir_woman_240.jpg,770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Belle Jean Paul Gaultier,https://pimages.parfumo.de/240/128731_img-6606-jean-paul-gaultier-la-belle_240.jpg,645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dior Addict (2014)  Dior,https://pimages.parfumo.de/240/46904_fppqad_dior_addict_2014_240.jpg,332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Don't Be Shy  Kilian,https://pimages.parfumo.de/240/2788_img-8698-kilian-love-don-t-be-shy-perfume_240.jpg,725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classique  Jean Paul Gaultier,https://pimages.parfumo.de/240/341_img-9355-jean-paul-gaultier-classique-eau-de-toilette_240.jpg,277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coromandel  Chanel,https://pimages.parfumo.de/240/1687_qqoweo_coromandel_240.jpg,296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloé (2007)  Chloé,https://pimages.parfumo.de/240/227_img-4898-chloe-chloe-2007-eau-de-parfum_240.jpg,260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Instant Magic  Guerlain,https://pimages.parfumo.de/240/1746_img-5649-guerlain-l-instant-magic-eau-de-parfum_240.jpg,639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Belle Le Parfum Jean Paul Gaultier,https://pimages.parfumo.de/240/146550_img-4621-jean-paul-gaultier-la-belle-le-parfum_240.jpg,646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun  Jil Sander,https://pimages.parfumo.de/240/1716_img-7560-jil_sander-sun_240.jpg,1172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loulou  Cacharel,https://pimages.parfumo.de/240/149_nu2zng_loulou_240.jpg,724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poison  Dior,https://pimages.parfumo.de/240/671_bewvx2dix3_240.jpg,991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Opium  Yves Saint Laurent,https://pimages.parfumo.de/240/45685_img-8962-yves_saint_laurent-black_opium_eau_de_parfum_240.jpg,168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narciso  Narciso Rodriguez,https://pimages.parfumo.de/240/70116_img-6417-narciso_rodriguez-narciso_eau_de_parfum_poudree_240.jpg,828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obsession  Calvin Klein,https://pimages.parfumo.de/240/986_img-6407-calvin_klein-obsession_eau_de_parfum_240.jpg,864,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Bain  Joop!,https://pimages.parfumo.de/240/1810_img-9099-joop-le-bain-eau-de-parfum_240.jpg,673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hundred Silent Ways  Nishane,https://pimages.parfumo.de/240/72592_img-8446-nishane-hundred-silent-ways_240.jpg,539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Muse  Mugler,https://pimages.parfumo.de/240/70518_img-2222-mugler-angel-muse-eau-de-parfum_240.jpg,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boudoir  Vivienne Westwood,https://pimages.parfumo.de/240/254_img-6061-vivienne_westwood-boudoir_240.jpg,201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'Heure Bleue  Guerlain,https://pimages.parfumo.de/240/3432_img-7115-guerlain-l-heure-bleue-eau-de-parfum_240.jpg,633,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is Her! Zadig & Voltaire,https://pimages.parfumo.de/240/75952_img-1728-zadig__voltaire-this_is_her_240.jpg,1227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ôud Bouquet Lancôme,https://pimages.parfumo.de/240/49354_6n8aow_oud_bouquet_240.jpg,1382,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opium (1977)  Yves Saint Laurent,https://pimages.parfumo.de/240/2267_z8ob7b_opium_240.jpg,885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic Woman  Amouage,https://pimages.parfumo.de/240/3496_sgpi7m_epic_woman_240.jpg,401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cašmir  Chopard,https://pimages.parfumo.de/240/127_img-6168-chopard-casmir-eau-de-parfum_240.jpg,244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dior Addict (2002)  Dior,https://pimages.parfumo.de/240/1210_2nm24q5abz_240.jpg,331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth-Dew  Estēe Lauder,https://pimages.parfumo.de/240/2138_img-1508-estee-lauder-youth-dew-eau-de-parfum_240.jpg,1367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Paradise Escada,https://pimages.parfumo.de/240/129_eye3idq8qj_240.jpg,927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Plaisirs Nature - Fraise Mara des Bois Yves Rocher,https://pimages.parfumo.de/240/7526_ey0p2nszpp_240.jpg,698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oud Burmi Al Waseef,https://pimages.parfumo.de/240/54525_hqxd87_oud_burmi_240.jpg,915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bat (2015) Zoologist,https://pimages.parfumo.de/240/68390_4st844_bat_240.jpg,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Wine Pineward,https://pimages.parfumo.de/240/146667_img-4604-pineward-christmas-wine_240.jpg,264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiesta Carioca Escada,https://pimages.parfumo.de/240/80920_4wbarv_fiesta_carioca_240.jpg,430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Violette-Menthe Jean-Charles Brosseau,https://pimages.parfumo.de/240/5322_rdnbjfbv4t_240.jpg,1318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sécrétions Magnifiques Etat Libre d'Orange,https://pimages.parfumo.de/240/1236_img-4212-etat-libre-d-orange-secretions-magnifiques_240.jpg,1194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dodo (2020) Zoologist,https://pimages.parfumo.de/240/144529_img-8172-zoologist-dodo-2020_240.jpg,342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thunderstorm Demeter Fragrance Library / The Library Of Fragrance,https://pimages.parfumo.de/240/7254_img-5901-demeter-fragrance-library-the-library-of-fragrance-thunderstorm_240.jpg,1229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Plaisirs Nature - Pêche Jaune Yves Rocher,https://pimages.parfumo.de/240/7523_qubb77uzwd_240.jpg,700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow Demeter Fragrance Library / The Library Of Fragrance,https://pimages.parfumo.de/240/6231_img-6763-demeter-fragrance-library-the-library-of-fragrance-snow_240.jpg,1142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barony Brazil - Coconut Village Cosmetics,https://pimages.parfumo.de/240/67051_wobvd5_coconut_240.jpg,144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matin Câlin Comptoir Sud Pacifique,https://pimages.parfumo.de/240/1042_hraaxw_matin_calin_240.jpg,763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
